location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Spain,ESP,05/10/2021,70587034,37755682,36802767,265541,307868,80705,151,80.77,78.73,0.57,1726,13993,0.03
Spain,ESP,06/10/2021,70646137,37772454,36832362,282490,59103,80331,151.13,80.8,78.79,0.6,1718,13196,0.028
Spain,ESP,07/10/2021,70699744,37788299,36867685,294908,53607,78034,151.24,80.84,78.87,0.63,1669,12274,0.026
Spain,ESP,08/10/2021,,,,,,79620,,,,,1703,12415,0.027
Spain,ESP,09/10/2021,,,,,,81207,,,,,1737,12556,0.027
Spain,ESP,10/10/2021,70822813,37816635,36937743,344944,,82793,151.51,80.9,79.02,0.74,1771,12697,0.027
Spain,ESP,11/10/2021,,,,,,80288,,,,,1718,11710,0.025
Spain,ESP,12/10/2021,70859558,37830132,36961165,349748,,38932,151.59,80.93,79.07,0.75,833,10636,0.023
Spain,ESP,13/10/2021,70919608,37846897,36994918,364696,60050,39067,151.72,80.96,79.14,0.78,836,10635,0.023
Spain,ESP,14/10/2021,70982052,37868453,37029165,377046,62444,40330,151.85,81.01,79.21,0.81,863,11451,0.024
Spain,ESP,15/10/2021,,,,,,37637,,,,,805,11200,0.024
Spain,ESP,16/10/2021,,,,,,34945,,,,,748,10949,0.023
Spain,ESP,17/10/2021,71048577,37891519,37074146,387896,,32252,151.99,81.06,79.31,0.83,690,10698,0.023
Spain,ESP,18/10/2021,71072261,37899559,37086628,393681,23684,33011,152.04,81.08,79.34,0.84,706,10882,0.023
Spain,ESP,19/10/2021,71102258,37908612,37102507,400863,29997,34671,152.11,81.1,79.37,0.86,742,11211,0.024
Spain,ESP,20/10/2021,71231804,37938819,37176352,455403,129546,44599,152.38,81.16,79.53,0.97,954,13132,0.028
Spain,ESP,21/10/2021,71275614,37954027,37199581,465168,43810,41937,152.48,81.19,79.58,1,897,12225,0.026
Spain,ESP,22/10/2021,,,,,,42049,,,,,900,12327,0.026
Spain,ESP,23/10/2021,,,,,,42160,,,,,902,12429,0.027
Spain,ESP,24/10/2021,71344477,37979234,37234272,480249,,42271,152.62,81.25,79.65,1.03,904,12531,0.027
Spain,ESP,25/10/2021,71366561,37988609,37250048,483728,22084,42043,152.67,81.27,79.69,1.03,899,12721,0.027
Spain,ESP,26/10/2021,71393601,37998740,37263047,489784,27040,41620,152.73,81.29,79.72,1.05,890,12875,0.028
Spain,ESP,27/10/2021,71779466,38013994,37282484,844649,385865,78237,153.55,81.32,79.76,1.81,1674,10739,0.023
Spain,ESP,28/10/2021,71943760,38036436,37315511,962373,164294,95449,153.91,81.37,79.83,2.06,2042,11773,0.025
Spain,ESP,29/10/2021,71943760,38036436,37315511,962373,0,92170,153.91,81.37,79.83,2.06,1972,10572,0.023
Spain,ESP,30/10/2021,72058020,38037531,37317388,1074853,114260,105214,154.15,81.37,79.83,2.3,2251,9528,0.02
Spain,ESP,31/10/2021,,,,,,110276,,,,,2359,9384,0.02
Spain,ESP,01/11/2021,,,,,,115462,,,,,2470,9101,0.019
Spain,ESP,02/11/2021,72233182,38059705,37347287,1204886,,119940,154.53,81.42,79.9,2.58,2566,8709,0.019
Spain,ESP,03/11/2021,72410731,38071080,37360864,1359261,177549,90181,154.91,81.44,79.92,2.91,1929,8155,0.017
Spain,ESP,04/11/2021,72594573,38083061,37375642,1518617,183842,92973,155.3,81.47,79.96,3.25,1989,6661,0.014
Spain,ESP,05/11/2021,,,,,,103000,,,,,2203,7475,0.016
Spain,ESP,06/11/2021,,,,,,96703,,,,,2069,8134,0.017
Spain,ESP,07/11/2021,72805128,38100169,37398246,1694745,,98389,155.75,81.51,80,3.63,2105,7892,0.017
Spain,ESP,08/11/2021,,,,,,114666,,,,,2453,8094,0.017
Spain,ESP,09/11/2021,73149785,38117778,37417377,2004741,,130943,156.49,81.54,80.05,4.29,2801,8296,0.018
Spain,ESP,10/11/2021,73347560,38130715,37431385,2177023,197775,133833,156.91,81.57,80.08,4.66,2863,8519,0.018
Spain,ESP,11/11/2021,73623626,38144625,37448743,2423963,276066,147008,157.5,81.6,80.11,5.19,3145,8795,0.019
Spain,ESP,12/11/2021,,,,,,149512,,,,,3198,8914,0.019
Spain,ESP,13/11/2021,,,,,,152017,,,,,3252,9034,0.019
Spain,ESP,14/11/2021,73886784,38164244,37474324,2647050,,154522,158.06,81.64,80.17,5.66,3306,9154,0.02
Spain,ESP,15/11/2021,74034325,38171026,37480526,2782583,147541,150981,158.38,81.66,80.18,5.95,3230,8865,0.019
Spain,ESP,16/11/2021,74168369,38177685,37487833,2904255,134044,145512,158.67,81.67,80.2,6.21,3113,8558,0.018
Spain,ESP,17/11/2021,74502145,38197655,37507587,3198583,333776,164941,159.38,81.71,80.24,6.84,3529,9563,0.02
Spain,ESP,18/11/2021,74683916,38209702,37519860,3356529,181771,151470,159.77,81.74,80.26,7.18,3240,9297,0.02
Spain,ESP,19/11/2021,,,,,,153442,,,,,3283,9685,0.021
Spain,ESP,20/11/2021,,,,,,155414,,,,,3325,10073,0.022
Spain,ESP,21/11/2021,74988489,38237469,37547526,3610960,,157386,160.42,81.8,80.32,7.72,3367,10461,0.022
Spain,ESP,22/11/2021,75173640,38249913,37557243,3776118,185151,162759,160.82,81.83,80.34,8.08,3482,11270,0.024
Spain,ESP,23/11/2021,75377077,38263801,37567042,3955506,203437,172673,161.25,81.86,80.37,8.46,3694,12302,0.026
Spain,ESP,24/11/2021,75573156,38281333,37578516,4123858,196079,153002,161.67,81.89,80.39,8.82,3273,11954,0.026
Spain,ESP,25/11/2021,76026523,38288327,37582174,4567312,453367,191801,162.64,81.91,80.4,9.77,4103,11232,0.024
Spain,ESP,26/11/2021,,,,,,181918,,,,,3892,10454,0.022
Spain,ESP,27/11/2021,,,,,,172035,,,,,3680,9676,0.021
Spain,ESP,28/11/2021,76123553,38299758,37586582,4649523,,162152,162.85,81.93,80.41,9.95,3469,8898,0.019
Spain,ESP,29/11/2021,76485574,38339403,37615143,4943463,362021,187419,163.62,82.02,80.47,10.58,4009,12784,0.027
Spain,ESP,30/11/2021,76680144,38356928,37624032,5109834,194570,186152,164.04,82.06,80.49,10.93,3982,13304,0.028
Spain,ESP,01/12/2021,76899564,38379778,37638438,5289482,219420,189487,164.51,82.1,80.52,11.32,4054,14064,0.03
Spain,ESP,02/12/2021,77157350,38409145,37655150,5499256,257786,161547,165.06,82.17,80.55,11.76,3456,17260,0.037
Spain,ESP,03/12/2021,,,,,,170658,,,,,3651,18078,0.039
Spain,ESP,04/12/2021,,,,,,179770,,,,,3846,18896,0.04
Spain,ESP,05/12/2021,,,,,,188881,,,,,4041,19715,0.042
Spain,ESP,06/12/2021,77541843,38447301,37677168,5819122,,150896,165.88,82.25,80.6,12.45,3228,15414,0.033
Spain,ESP,07/12/2021,,,,,,131090,,,,,2804,14231,0.03
Spain,ESP,08/12/2021,77653701,38465787,37684831,5898138,,107734,166.12,82.29,80.62,12.62,2305,12287,0.026
Spain,ESP,09/12/2021,77827910,38488342,37702839,6027380,174209,95794,166.49,82.34,80.66,12.89,2049,11314,0.024
Spain,ESP,10/12/2021,,,,,,216315,,,,,4628,11206,0.024
Spain,ESP,11/12/2021,,,,,,336835,,,,,7206,11099,0.024
Spain,ESP,12/12/2021,80647211,38514698,37721347,8799504,,457356,172.53,82.39,80.7,18.82,9784,10991,0.024
Spain,ESP,13/12/2021,81104962,38541413,37742102,9210940,457751,509017,173.5,82.45,80.74,19.7,10889,13445,0.029
Spain,ESP,14/12/2021,81695378,38567949,37755238,9755692,590416,585372,174.77,82.51,80.77,20.87,12523,15915,0.034
Spain,ESP,15/12/2021,82067448,38586398,37767016,10094293,372070,630535,175.56,82.55,80.79,21.59,13489,17230,0.037
Spain,ESP,16/12/2021,82518671,38607797,37777929,10507992,451223,670109,176.53,82.59,80.82,22.48,14335,17065,0.037
Spain,ESP,17/12/2021,,,,,,582708,,,,,12466,34996,0.075
Spain,ESP,18/12/2021,,,,,,495308,,,,,10596,52926,0.113
Spain,ESP,19/12/2021,83502561,39010695,37791863,11071984,,407907,178.63,83.45,80.85,23.69,8726,70857,0.152
Spain,ESP,20/12/2021,,39100658,37799170,11377250,,342903,,83.65,80.86,24.34,7336,79892,0.171
Spain,ESP,21/12/2021,,39270983,37815104,11802824,,258947,,84.01,80.9,25.25,5540,100433,0.215
Spain,ESP,22/12/2021,,39405157,37832328,12254905,,206183,,84.3,80.93,26.22,4411,116966,0.25
Spain,ESP,23/12/2021,,,,,,142112,,,,,3040,117718,0.252
Spain,ESP,24/12/2021,,,,,,95649,,,,,2046,102342,0.219
Spain,ESP,25/12/2021,,,,,,49186,,,,,1052,86965,0.186
Spain,ESP,26/12/2021,,39511819,37853370,12720094,,2724,,84.53,80.98,27.21,58,71589,0.153
Spain,ESP,27/12/2021,,39567127,37858971,13031375,,2724,,84.64,80.99,27.88,58,66638,0.143
Spain,ESP,28/12/2021,,39619870,37865247,13411776,,2724,,84.76,81,28.69,58,49841,0.107
Spain,ESP,29/12/2021,83529796,39664717,37869504,13743032,,2724,178.69,84.85,81.01,29.4,58,37080,0.079
Spain,ESP,30/12/2021,,,,,,28061,,,,,600,38362,0.082
Spain,ESP,31/12/2021,,,,,,53399,,,,,1142,39643,0.085
Spain,ESP,01/01/2022,,,,,,78737,,,,,1684,40925,0.088
Spain,ESP,02/01/2022,84250146,39807263,38016879,14272046,,104074,180.23,85.16,81.33,30.53,2226,42206,0.09
Spain,ESP,03/01/2022,84506436,39859995,38028178,14596198,256290,140298,180.78,85.27,81.35,31.23,3001,41838,0.09
Spain,ESP,04/01/2022,84790916,39931922,38041112,14918066,284480,180549,181.39,85.42,81.38,31.91,3862,44579,0.095
Spain,ESP,05/01/2022,,,,,,194965,,,,,4171,40597,0.087
Spain,ESP,06/01/2022,84998186,39965876,38052240,15170652,,184043,181.83,85.5,81.4,32.45,3937,37932,0.081
Spain,ESP,07/01/2022,,,,,,181264,,,,,3878,38389,0.082
Spain,ESP,08/01/2022,,,,,,178485,,,,,3818,38847,0.083
Spain,ESP,09/01/2022,85480089,40082392,38079025,15761630,,175706,182.86,85.75,81.46,33.72,3759,39304,0.084
Spain,ESP,10/01/2022,85731280,40118975,38093934,16087053,251191,174978,183.4,85.82,81.49,34.41,3743,36997,0.079
Spain,ESP,11/01/2022,86024996,40181430,38108556,16448649,293716,176297,184.03,85.96,81.52,35.19,3771,35644,0.076
Spain,ESP,12/01/2022,86326709,40240794,38125469,16812886,301713,204594,184.67,86.09,81.56,35.97,4377,41699,0.089
Spain,ESP,13/01/2022,86659108,40317861,38144506,17195074,332399,237275,185.39,86.25,81.6,36.78,5076,50284,0.108
Spain,ESP,14/01/2022,,,,,,237859,,,,,5088,50412,0.108
Spain,ESP,15/01/2022,,,,,,238444,,,,,5101,50541,0.108
Spain,ESP,16/01/2022,87153288,40437079,38173059,17793948,,239028,186.44,86.51,81.66,38.07,5113,50670,0.108
Spain,ESP,17/01/2022,87397175,40484286,38188108,18092445,243887,237985,186.96,86.61,81.69,38.7,5091,52187,0.112
Spain,ESP,18/01/2022,87645324,40532696,38201057,18397355,248149,231475,187.5,86.71,81.72,39.36,4952,50181,0.107
Spain,ESP,19/01/2022,88000590,40683950,38212331,18703458,355266,239126,188.26,87.03,81.75,40.01,5116,63308,0.135
Spain,ESP,20/01/2022,88348566,40750121,38227400,19111590,347976,241351,189,87.17,81.78,40.88,5163,61751,0.132
Spain,ESP,21/01/2022,,,,,,237378,,,,,5078,58610,0.125
Spain,ESP,22/01/2022,,,,,,233405,,,,,4993,55469,0.119
Spain,ESP,23/01/2022,88759314,40803369,38242161,19672074,,229432,189.88,87.29,81.81,42.08,4908,52327,0.112
Spain,ESP,24/01/2022,88984996,40824542,38253646,19986964,225682,226832,190.36,87.33,81.83,42.76,4853,48608,0.104
Spain,ESP,25/01/2022,89270072,40848444,38264820,20360144,285076,232107,190.97,87.39,81.86,43.56,4965,45107,0.096
Spain,ESP,26/01/2022,89508239,40868576,38275164,20663137,238167,215378,191.48,87.43,81.88,44.2,4607,26375,0.056
Spain,ESP,27/01/2022,89717860,40884275,38283540,20952039,209621,195613,191.93,87.46,81.9,44.82,4185,19165,0.041
Spain,ESP,28/01/2022,,,,,,195934,,,,,4192,17923,0.038
Spain,ESP,29/01/2022,,,,,,196255,,,,,4198,16682,0.036
Spain,ESP,30/01/2022,90135346,40911451,38289398,21495632,,196576,192.82,87.52,81.91,45.98,4205,15440,0.033
Spain,ESP,31/01/2022,90272896,40918884,38295449,21664977,137550,183986,193.12,87.54,81.92,46.35,3936,13477,0.029
Spain,ESP,01/02/2022,90449104,40927320,38305091,21918589,176208,168433,193.49,87.55,81.94,46.89,3603,11268,0.024
Spain,ESP,02/02/2022,90592858,40936086,38312156,22105089,143754,154946,193.8,87.57,81.96,47.29,3315,9644,0.021
Spain,ESP,03/02/2022,90715372,40942994,38316906,22274057,122514,142502,194.06,87.59,81.97,47.65,3048,8388,0.018
Spain,ESP,04/02/2022,,,,,,133479,,,,,2855,7824,0.017
Spain,ESP,05/02/2022,,,,,,124456,,,,,2662,7259,0.016
Spain,ESP,06/02/2022,90943374,40958312,38327784,22548650,,115433,194.55,87.62,81.99,48.24,2469,6694,0.014
Spain,ESP,07/02/2022,91101392,40965263,38351440,22764113,158018,118357,194.89,87.64,82.04,48.7,2532,6626,0.014
Spain,ESP,08/02/2022,91211425,40971209,38360610,22925378,110033,108903,195.12,87.65,82.06,49.04,2330,6270,0.013
Spain,ESP,09/02/2022,91316118,40978740,38366565,23057870,104693,103323,195.35,87.66,82.08,49.33,2210,6093,0.013
Spain,ESP,10/02/2022,91411886,40986943,38372822,23184245,95768,99502,195.55,87.68,82.09,49.6,2129,6278,0.013
Spain,ESP,11/02/2022,,,,,,96253,,,,,2059,6283,0.013
Spain,ESP,12/02/2022,,,,,,93004,,,,,1990,6287,0.013
Spain,ESP,13/02/2022,91571654,41002352,38382155,23365547,,89754,195.9,87.71,82.11,49.98,1920,6291,0.013
Spain,ESP,14/02/2022,91619524,41007734,38385465,23423165,47870,74019,196,87.73,82.12,50.11,1583,6067,0.013
Spain,ESP,15/02/2022,91716903,41016935,38391658,23540410,97379,72211,196.21,87.75,82.13,50.36,1545,6532,0.014
Spain,ESP,16/02/2022,92022504,41024149,38802554,23653058,305601,100912,196.86,87.76,83.01,50.6,2159,6487,0.014
Spain,ESP,17/02/2022,92121948,,38834215,23729665,99444,101437,197.07,,83.08,50.76,2170,5407,0.012
Spain,ESP,18/02/2022,,,,,,98062,,,,,2098,4765,0.01
Spain,ESP,19/02/2022,,,,,,94686,,,,,2026,4124,0.009
Spain,ESP,20/02/2022,92210830,,38854296,23825486,,91311,197.26,,83.12,50.97,1953,3482,0.007
Spain,ESP,21/02/2022,92237054,41027369,38856131,23872468,26224,88219,197.32,87.77,83.12,51.07,1887,2805,0.006
Spain,ESP,22/02/2022,92337963,41031519,38917445,23927015,100909,88723,197.53,87.78,83.25,51.19,1898,2083,0.004
Spain,ESP,23/02/2022,92371808,41034001,38929905,23955189,33845,49901,197.61,87.78,83.28,51.25,1068,1407,0.003
Spain,ESP,24/02/2022,92491318,41059268,38973675,24031054,119510,52767,197.86,87.84,83.37,51.41,1129,4925,0.011
Spain,ESP,25/02/2022,,,,,,53285,,,,,1140,5327,0.011
Spain,ESP,26/02/2022,,,,,,53803,,,,,1151,5729,0.012
Spain,ESP,27/02/2022,92591078,41069645,39022500,24091562,,54321,198.08,87.86,83.48,51.54,1162,6131,0.013
Spain,ESP,28/02/2022,92633158,41073324,39039472,24117468,42080,56586,198.17,87.87,83.52,51.59,1211,6565,0.014
Spain,ESP,01/03/2022,92679676,41076523,39062167,24148377,46518,48816,198.27,87.87,83.56,51.66,1044,6429,0.014
Spain,ESP,02/03/2022,92726740,41079854,39083122,24184184,47064,50705,198.37,87.88,83.61,51.74,1085,6550,0.014
Spain,ESP,03/03/2022,92774397,41083791,39103590,24215926,47657,40440,198.47,87.89,83.65,51.8,865,3503,0.007
SpainAll,ESP,03/03/2022,92774397,41083791,39103590,24215926,47657,40440,198.47,87.89,83.65,51.8,865,3503,0.007
Germany,DEU,27/12/2020,24375,24356,19,,,,0.03,0.03,0,,,,
Germany,DEU,28/12/2020,42476,42393,83,,18101,18101,0.05,0.05,0,,216,18037,0.021
Germany,DEU,29/12/2020,93180,92444,735,1,50704,34402,0.11,0.11,0,0,410,34044,0.041
Germany,DEU,30/12/2020,157383,156613,769,1,64203,44336,0.19,0.19,0,0,528,44086,0.053
Germany,DEU,31/12/2020,207399,206542,856,1,50016,45756,0.25,0.25,0,0,545,45546,0.054
Germany,DEU,01/01/2021,233086,232215,871,2,25687,41742,0.28,0.28,0,0,498,41572,0.05
Germany,DEU,02/01/2021,281171,280222,951,2,48085,42799,0.34,0.33,0,0,510,42644,0.051
Germany,DEU,03/01/2021,303759,302801,960,2,22588,39912,0.36,0.36,0,0,476,39778,0.047
Germany,DEU,04/01/2021,349972,348911,1081,2,46213,43928,0.42,0.42,0,0,524,43788,0.052
Germany,DEU,05/01/2021,402716,401560,1176,2,52744,44219,0.48,0.48,0,0,527,44159,0.053
Germany,DEU,06/01/2021,465898,464656,1262,2,63182,44074,0.56,0.55,0,0,525,44006,0.052
Germany,DEU,07/01/2021,520902,519471,1452,2,55004,44786,0.62,0.62,0,0,534,44704,0.053
Germany,DEU,08/01/2021,583772,582236,1557,2,62870,50098,0.7,0.69,0,0,597,50003,0.06
Germany,DEU,09/01/2021,644541,642854,1708,2,60769,51910,0.77,0.77,0,0,619,51805,0.062
Germany,DEU,10/01/2021,680555,678750,1827,2,36014,53828,0.81,0.81,0,0,642,53707,0.064
Germany,DEU,11/01/2021,749210,747304,1928,2,68655,57034,0.89,0.89,0,0,680,56913,0.068
Germany,DEU,12/01/2021,828389,826412,2000,2,79179,60810,0.99,0.98,0,0,725,60693,0.072
Germany,DEU,13/01/2021,940697,938516,2204,2,112308,67828,1.12,1.12,0,0,808,67694,0.081
Germany,DEU,14/01/2021,1024848,1022450,2421,2,84151,71992,1.22,1.22,0,0,858,71854,0.086
Germany,DEU,15/01/2021,1116666,1113346,3345,2,91818,76128,1.33,1.33,0,0,907,75873,0.09
Germany,DEU,16/01/2021,1174760,1170217,4569,2,58094,75746,1.4,1.39,0.01,0,903,75338,0.09
Germany,DEU,17/01/2021,1222584,1201025,21586,2,47824,77433,1.46,1.43,0.03,0,923,74611,0.089
Germany,DEU,18/01/2021,1305843,1268652,37218,2,83259,79519,1.56,1.51,0.04,0,948,74478,0.089
Germany,DEU,19/01/2021,1425656,1352470,73213,2,119813,85324,1.7,1.61,0.09,0,1017,75151,0.09
Germany,DEU,20/01/2021,1558563,1431516,127074,2,132907,88267,1.86,1.71,0.15,0,1052,70429,0.084
Germany,DEU,21/01/2021,1664123,1496160,167990,3,105560,91325,1.98,1.78,0.2,0,1088,67673,0.081
Germany,DEU,22/01/2021,1766474,1564929,201572,3,102351,92830,2.11,1.87,0.24,0,1106,64512,0.077
Germany,DEU,23/01/2021,1853532,1605468,248091,3,87058,96967,2.21,1.91,0.3,0,1156,62179,0.074
Germany,DEU,24/01/2021,1901360,1631166,270221,3,47828,96968,2.27,1.94,0.32,0,1156,61449,0.073
Germany,DEU,25/01/2021,1992394,1683469,308952,3,91034,98079,2.37,2.01,0.37,0,1169,59260,0.071
Germany,DEU,26/01/2021,2090941,1734283,356682,6,98547,95041,2.49,2.07,0.43,0,1133,54545,0.065
Germany,DEU,27/01/2021,2200427,1785282,415171,6,109486,91695,2.62,2.13,0.49,0,1093,50538,0.06
Germany,DEU,28/01/2021,2293002,1832128,460900,6,92575,89840,2.73,2.18,0.55,0,1071,47995,0.057
Germany,DEU,29/01/2021,2400788,1881984,518831,6,107786,90616,2.86,2.24,0.62,0,1080,45294,0.054
Germany,DEU,30/01/2021,2488902,1916612,572319,6,88114,90767,2.97,2.28,0.68,0,1082,44449,0.053
Germany,DEU,31/01/2021,2546140,1942391,603779,6,57238,92111,3.03,2.32,0.72,0,1098,44461,0.053
Germany,DEU,01/02/2021,2666595,2000717,665908,7,120455,96314,3.18,2.38,0.79,0,1148,45321,0.054
Germany,DEU,02/02/2021,2799472,2066290,733214,7,132877,101219,3.34,2.46,0.87,0,1206,47430,0.057
Germany,DEU,03/02/2021,2962577,2130967,831642,7,163105,108879,3.53,2.54,0.99,0,1298,49384,0.059
Germany,DEU,04/02/2021,3097211,2193096,904147,7,134634,114887,3.69,2.61,1.08,0,1369,51567,0.061
Germany,DEU,05/02/2021,3244813,2262508,982338,7,147602,120575,3.87,2.7,1.17,0,1437,54361,0.065
Germany,DEU,06/02/2021,3339029,2308127,1030936,7,94216,121447,3.98,2.75,1.23,0,1448,55931,0.067
Germany,DEU,07/02/2021,3392614,2336434,1056215,7,53585,120925,4.04,2.78,1.26,0,1441,56292,0.067
Germany,DEU,08/02/2021,3502133,2389486,1112683,7,109519,119363,4.17,2.85,1.33,0,1423,55538,0.066
Germany,DEU,09/02/2021,3636896,2449744,1187187,8,134763,119632,4.33,2.92,1.41,0,1426,54779,0.065
Germany,DEU,10/02/2021,3792456,2527560,1264932,8,155560,118554,4.52,3.01,1.51,0,1413,56656,0.068
Germany,DEU,11/02/2021,3937170,2603260,1333948,8,144714,119994,4.69,3.1,1.59,0,1430,58595,0.07
Germany,DEU,12/02/2021,4093430,2683538,1409936,8,156260,121231,4.88,3.2,1.68,0,1445,60147,0.072
Germany,DEU,13/02/2021,4201313,2745595,1455763,8,107883,123183,5.01,3.27,1.74,0,1468,62495,0.074
Germany,DEU,14/02/2021,4266789,2785236,1481599,8,65476,124882,5.09,3.32,1.77,0,1488,64115,0.076
Germany,DEU,15/02/2021,4392662,2855420,1537300,8,125873,127218,5.24,3.4,1.83,0,1516,66562,0.079
Germany,DEU,16/02/2021,4527620,2933808,1593871,8,134958,127246,5.4,3.5,1.9,0,1517,69152,0.082
Germany,DEU,17/02/2021,4679565,3029261,1650367,8,151945,126730,5.58,3.61,1.97,0,1510,71672,0.085
Germany,DEU,18/02/2021,4824779,3121122,1703725,9,145214,126801,5.75,3.72,2.03,0,1511,73980,0.088
Germany,DEU,19/02/2021,4983888,3224288,1759669,9,159109,127208,5.94,3.84,2.1,0,1516,77250,0.092
Germany,DEU,20/02/2021,5096445,3300499,1796021,9,112557,127876,6.07,3.93,2.14,0,1524,79272,0.094
Germany,DEU,21/02/2021,5182492,3358230,1824340,9,86047,130815,6.18,4,2.17,0,1559,81856,0.098
Germany,DEU,22/02/2021,5339203,3456559,1882723,9,156711,135220,6.36,4.12,2.24,0,1612,85877,0.102
Germany,DEU,23/02/2021,5509817,3566577,1943321,9,170614,140314,6.57,4.25,2.32,0,1672,90396,0.108
Germany,DEU,24/02/2021,5687003,3684245,2002839,10,177186,143920,6.78,4.39,2.39,0,1715,93569,0.112
Germany,DEU,25/02/2021,5877375,3815211,2062244,11,190372,150371,7.01,4.55,2.46,0,1792,99156,0.118
Germany,DEU,26/02/2021,6091589,3961764,2129904,12,214214,158243,7.26,4.72,2.54,0,1886,105354,0.126
Germany,DEU,27/02/2021,6239902,4070259,2169725,12,148313,163351,7.44,4.85,2.59,0,1947,109966,0.131
Germany,DEU,28/02/2021,6343530,4149665,2193936,25,103628,165863,7.56,4.95,2.61,0,1977,113062,0.135
Germany,DEU,01/03/2021,6543005,4299101,2243975,25,199475,171972,7.8,5.12,2.67,0,2050,120363,0.143
Germany,DEU,02/03/2021,6763231,4467055,2296247,25,220226,179059,8.06,5.32,2.74,0,2134,128640,0.153
Germany,DEU,03/03/2021,7011831,4644844,2367059,25,248600,189261,8.36,5.54,2.82,0,2256,137228,0.164
Germany,DEU,04/03/2021,7257794,4827453,2430412,26,245963,197203,8.65,5.75,2.9,0,2350,144606,0.172
Germany,DEU,05/03/2021,7533678,5035906,2497844,27,275884,206013,8.98,6,2.98,0,2455,153449,0.183
Germany,DEU,06/03/2021,7736570,5190050,2546592,27,202892,213810,9.22,6.19,3.04,0,2548,159970,0.191
Germany,DEU,07/03/2021,7884484,5304428,2580128,27,147914,220136,9.4,6.32,3.08,0,2624,164966,0.197
Germany,DEU,08/03/2021,8122844,5490910,2632007,27,238360,225691,9.68,6.54,3.14,0,2690,170258,0.203
Germany,DEU,09/03/2021,8375914,5689009,2686977,28,253070,230383,9.98,6.78,3.2,0,2746,174565,0.208
Germany,DEU,10/03/2021,8665932,5911545,2754458,30,290018,236300,10.33,7.05,3.28,0,2816,180957,0.216
Germany,DEU,11/03/2021,8951252,6135886,2815436,31,285320,241923,10.67,7.31,3.36,0,2883,186919,0.223
Germany,DEU,12/03/2021,9279156,6392638,2886589,31,327904,249354,11.06,7.62,3.44,0,2972,193819,0.231
Germany,DEU,13/03/2021,9520479,6583563,2936987,31,241323,254844,11.35,7.85,3.5,0,3037,199073,0.237
Germany,DEU,14/03/2021,9690959,6718338,2972690,33,170480,258068,11.55,8.01,3.54,0,3076,201987,0.241
Germany,DEU,15/03/2021,9939971,6908025,3032015,33,249012,259590,11.85,8.23,3.61,0,3094,202445,0.241
Germany,DEU,16/03/2021,10119534,7019256,3100347,33,179563,249089,12.06,8.37,3.7,0,2969,190035,0.227
Germany,DEU,17/03/2021,10325438,7143976,3181532,33,205904,237072,12.31,8.51,3.79,0,2826,176062,0.21
Germany,DEU,18/03/2021,10519517,7262234,3257353,33,194079,224038,12.54,8.66,3.88,0,2670,160907,0.192
Germany,DEU,19/03/2021,10765509,7423552,3342026,34,245992,212336,12.83,8.85,3.98,0,2531,147273,0.176
Germany,DEU,20/03/2021,10986414,7591050,3395432,35,220905,209419,13.09,9.05,4.05,0,2496,143927,0.172
